source_image,label,label_idx,seed_strategy,strength,guidance_scale,num_inference_steps,aug_idx,generator_seed,output_path,source_confidence,pred,pred_confidence,correct
ISIC_0031170,MEL,0,random,0.45,5.0,100,0,354,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\strength_0.45_gs_5.0_steps_100\MEL\ISIC_0031170_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0031170,MEL,0,random,0.45,5.0,100,1,1354,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\strength_0.45_gs_5.0_steps_100\MEL\ISIC_0031170_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0031170,MEL,0,random,0.45,5.0,100,2,2354,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\strength_0.45_gs_5.0_steps_100\MEL\ISIC_0031170_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0031170,MEL,0,random,0.45,5.0,100,3,3354,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\strength_0.45_gs_5.0_steps_100\MEL\ISIC_0031170_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0031170,MEL,0,random,0.45,5.0,100,4,4354,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\strength_0.45_gs_5.0_steps_100\MEL\ISIC_0031170_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
ISIC_0026647,MEL,0,random,0.45,5.0,100,0,239,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\strength_0.45_gs_5.0_steps_100\MEL\ISIC_0026647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0026647,MEL,0,random,0.45,5.0,100,1,1239,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\strength_0.45_gs_5.0_steps_100\MEL\ISIC_0026647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0026647,MEL,0,random,0.45,5.0,100,2,2239,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\strength_0.45_gs_5.0_steps_100\MEL\ISIC_0026647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0026647,MEL,0,random,0.45,5.0,100,3,3239,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\strength_0.45_gs_5.0_steps_100\MEL\ISIC_0026647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0026647,MEL,0,random,0.45,5.0,100,4,4239,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\strength_0.45_gs_5.0_steps_100\MEL\ISIC_0026647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
