index,sample_id,image_path,true_label_idx,true_label_name,pred_label_idx,pred_label_name,is_correct,confidence,distance_to_true_center,nearest_wrong_class_idx,nearest_wrong_class_name,distance_to_nearest_wrong_center,distance_margin,distance_to_MEL,distance_to_NV,distance_to_BCC,distance_to_AKIEC,distance_to_BKL,distance_to_DF,distance_to_VASC,rank_global,rank_in_true_class
9784,ISIC_0034090,,1,NV,2,BCC,False,0.950227677822113,1.1121081113815308,2,BCC,0.6927981972694397,-0.41930991411209106,1.0787584781646729,1.1121081113815308,0.6927981972694397,1.0691077709197998,1.0946650505065918,1.0083513259887695,1.058532953262329,1,1
2123,ISIC_0026429,,1,NV,2,BCC,False,0.8826123476028442,0.9432570934295654,2,BCC,0.6043772101402283,-0.33887988328933716,0.863466739654541,0.9432570934295654,0.6043772101402283,0.8875299692153931,0.9340680837631226,0.8140158653259277,0.9661529064178467,2,2
4764,ISIC_0029070,,4,BKL,3,AKIEC,False,0.7595615386962891,1.0722336769104004,3,AKIEC,0.7610304951667786,-0.3112031817436218,1.1581445932388306,1.301750898361206,1.076413869857788,0.7610304951667786,1.0722336769104004,1.0134750604629517,1.2702076435089111,3,1
7683,ISIC_0031989,,4,BKL,3,AKIEC,False,0.8193239569664001,0.8834050297737122,3,AKIEC,0.5882133841514587,-0.2951916456222534,0.9555620551109314,1.1162854433059692,0.8247687816619873,0.5882133841514587,0.8834050297737122,0.8745177984237671,1.0601228475570679,4,2
8966,ISIC_0033272,,0,MEL,3,AKIEC,False,0.3893936276435852,0.9977178573608398,3,AKIEC,0.7048407196998596,-0.2928771376609802,0.9977178573608398,1.1290092468261719,0.9657369256019592,0.7048407196998596,0.8193040490150452,0.7807953953742981,1.1343343257904053,5,1
7231,ISIC_0031537,,4,BKL,3,AKIEC,False,0.6451519727706909,0.8902056813240051,3,AKIEC,0.6001474261283875,-0.2900582551956177,0.8999817371368408,1.1084208488464355,0.8372650742530823,0.6001474261283875,0.8902056813240051,0.8074022531509399,1.18179190158844,6,3
5106,ISIC_0029412,,2,BCC,3,AKIEC,False,0.7275339365005493,0.8468972444534302,3,AKIEC,0.5690637826919556,-0.2778334617614746,1.0227372646331787,1.2246227264404297,0.8468972444534302,0.5690637826919556,0.9145191311836243,0.8603224158287048,1.1750961542129517,7,1
5180,ISIC_0029486,,6,VASC,3,AKIEC,False,0.24984018504619598,1.0137450695037842,5,DF,0.7392656803131104,-0.27447938919067383,0.9349017143249512,1.008025884628296,0.8398919105529785,0.7936912178993225,0.8872082829475403,0.7392656803131104,1.0137450695037842,8,1
2263,ISIC_0026569,,1,NV,2,BCC,False,0.5105658769607544,1.0244357585906982,2,BCC,0.7567468881607056,-0.2676888704299927,0.9857924580574036,1.0244357585906982,0.7567468881607056,0.8917517066001892,0.8814064264297485,0.8592569231987,1.1074268817901611,9,3
9766,ISIC_0034072,,1,NV,2,BCC,False,0.6292193531990051,1.0674266815185547,2,BCC,0.80809485912323,-0.2593318223953247,1.0396162271499634,1.0674266815185547,0.80809485912323,1.0785150527954102,0.9430910348892212,0.9169679880142212,1.1132755279541016,10,4
